Campaign,Ad group,Keyword,KW ID,Match type,Quality score,Est First Pos. Bid,Est Top of Page Bid
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Nissan-MO_LEAF-YR_13,2013 nissan leaf for sale,619194469,Exact,9,$10.08,$8.40
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Nissan-MO_LEAF-YR_13,+2013 +nissan +leaf,594263343,Broad,10,$11.74,$9.78
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Nissan-MO_LEAF-YR_14,2014 nissan leaf,270966246,Exact,5,$11.60,$9.67
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Nissan-MO_LEAF-YR_14,+2014 +nissan +leaf,437107895,Broad,6,$11.76,$9.80
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Nissan-MO_LEAF-YR_14,2014 nissan leaf for sale,127828301,Exact,7,$8.03,$6.69
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Nissan-MO_LEAF-YR_15,+nissan +leaf +2015,598891586,Broad,9,$10.29,$8.57
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Camry-YR_11,+2011 +toyota +camry,791477025,Broad,4,$6.66,$5.55
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Camry-YR_12,2012 toyota camry,269104658,Exact,3,$9.91,$3.57
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Camry-YR_12,+toyota +camry +2012,882788841,Broad,4,$5.97,$3.57
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Camry-YR_13,2013 toyota camry,657796984,Exact,5,$5.98,$3.90
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Camry-YR_14,2014 toyota camry for sale,682385687,Exact,4,$11.93,$9.94
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Camry-YR_15,2015 toyota camry for sale,615641999,Exact,5,$5.59,$4.66
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Corolla-YR_11,+2011 +toyota +corolla,733677190,Broad,4,$11.57,$2.44
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Corolla-YR_13,+toyota +corolla +2013,493639892,Broad,6,$11.08,$9.23
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Corolla-YR_15,toyota corolla 2015,177535625,Exact,6,$11.91,$9.93
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Corolla-YR_15,+2015 +toyota +corolla +for +sale,816482660,Broad,10,$7.08,$3.83
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Prius-YR_12,2012 toyota prius,404149956,Exact,10,$11.71,$6.73
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Prius-YR_14,+toyota +prius +2014,197476274,Broad,10,$11.84,$9.86
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Prius-YR_15,2015 toyota prius for sale,447938637,Exact,5,$8.85,$7.21
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Prius-YR_15,toyota prius 2015,678602040,Exact,10,$11.77,$9.80
SRCH-I-ATL-TOTL,SRCH-I-ATL-MK_Toyota-MO_Prius-YR_15,2015 toyota prius,511079409,Exact,10,$4.29,$3.58
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Buick-MO_Verano-YR_11,2011 buick verano,579328381,Exact,10,$10.72,$2.86
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Buick-MO_Verano-YR_15,2015 buick verano for sale,283529855,Exact,9,$11.38,$9.49
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Cruze-YR_11,+chevrolet +cruze +2011,851612359,Broad,9,$7.06,$5.88
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Cruze-YR_11,2011 chevrolet cruze,708869181,Exact,10,$8.75,$3.21
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Cruze-YR_12,2012 chevrolet cruze for sale,157021801,Exact,8,$10.63,$8.86
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Cruze-YR_15,2015 chevrolet cruze,247534689,Exact,8,$6.87,$3.04
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Volt-YR_12,2012 chevrolet volt,253382215,Exact,8,$11.04,$6.69
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Volt-YR_13,+2013 +chevrolet +volt,270740713,Broad,9,$5.29,$4.41
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Chevrolet-MO_Volt-YR_15,chevrolet volt 2015,551365646,Exact,8,$5.01,$2.55
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Accord-YR_12,+honda +accord +2012,883342362,Broad,8,$6.13,$5.11
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Accord-YR_12,+2012 +honda +accord +for +sale,306050560,Broad,8,$8.46,$6.57
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Accord-YR_12,+2012 +honda +accord,436058991,Broad,10,$9.59,$7.99
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_11,+honda +civic +2011,613351516,Broad,4,$10.38,$8.65
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_11,honda civic 2011,250667855,Exact,5,$7.38,$3.36
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_11,2011 honda civic for sale,807432720,Exact,7,$11.87,$9.89
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_11,+2011 +honda +civic +for +sale,573519383,Broad,7,$4.66,$3.88
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_11,+2011 +honda +civic,760613111,Broad,9,$8.23,$4.72
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_11,2011 honda civic,447334481,Exact,10,$9.89,$2.31
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_12,2012 honda civic for sale,261929083,Exact,6,$8.22,$4.48
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_12,+2012 +honda +civic,826439568,Broad,10,$10.39,$8.66
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_12,+2012 +honda +civic +for +sale,736430448,Broad,10,$8.82,$7.35
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_13,2013 honda civic for sale,605987812,Exact,6,$7.39,$6.16
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_13,honda civic 2013,557484861,Exact,9,$6.49,$5.41
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_15,2015 honda civic for sale,376151611,Exact,8,$11.41,$9.51
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Honda-MO_Civic-YR_15,honda civic 2015,574554113,Exact,9,$11.34,$2.45
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_11,+hyundai +elantra +2011,305738478,Broad,5,$7.93,$6.28
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_11,hyundai elantra 2011,648864984,Exact,9,$3.81,$2.83
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_11,2011 hyundai elantra for sale,771426939,Exact,9,$7.75,$5.16
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_12,2012 hyundai elantra for sale,607124071,Exact,5,$11.51,$6.60
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_13,hyundai elantra 2013,589444486,Exact,6,$5.69,$4.74
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_14,hyundai elantra 2014,665072454,Exact,8,$11.47,$9.56
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_15,2015 hyundai elantra for sale,280944222,Exact,6,$7.14,$5.95
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Elantra-YR_15,hyundai elantra 2015,800593088,Exact,10,$7.52,$2.42
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Sonata-YR_11,2011 hyundai sonata,768280162,Exact,9,$10.88,$2.75
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Hyundai-MO_Sonata-YR_12,+2012 +hyundai +sonata,179757131,Broad,10,$5.03,$2.35
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Kia-MO_Optima-YR_11,+2011 +kia +optima +for +sale,440705095,Broad,9,$10.27,$2.84
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Kia-MO_Optima-YR_12,+2012 +kia +optima,305422642,Broad,9,$11.29,$2.20
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Kia-MO_Soul-YR_12,2012 kia soul for sale,841761321,Exact,3,$11.83,$8.85
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Kia-MO_Soul-YR_12,+2012 +kia +soul,681879211,Broad,4,$8.70,$6.08
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Kia-MO_Soul-YR_13,+2013 +kia +soul,234589248,Broad,3,$6.74,$3.83
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Nissan-MO_Altima-YR_15,2015 nissan altima,627603612,Exact,8,$11.06,$7.37
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Camry-YR_11,+2011 +toyota +camry +for +sale,775704481,Broad,3,$10.46,$8.72
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Camry-YR_14,+toyota +camry +2014,222696348,Broad,3,$10.28,$8.57
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Camry-YR_14,+2014 +toyota +camry +for +sale,537869975,Broad,4,$10.55,$5.19
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Camry-YR_15,toyota camry 2015,340778206,Exact,3,$6.66,$2.43
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Corolla-YR_11,+2011 +toyota +corolla,328202575,Broad,8,$9.26,$7.72
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Corolla-YR_12,toyota corolla 2012,773514770,Exact,8,$11.81,$9.84
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Corolla-YR_12,+2012 +toyota +corolla +for +sale,133314416,Broad,9,$10.98,$7.15
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Corolla-YR_14,toyota corolla 2014,236022748,Exact,5,$9.93,$8.27
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Corolla-YR_14,+toyota +corolla +2014,774531302,Broad,10,$11.88,$9.90
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Corolla-YR_15,2015 toyota corolla,422946111,Exact,7,$11.60,$6.95
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Prius-YR_11,+2011 +toyota +prius,674909863,Broad,10,$11.26,$4.56
SRCH-I-CHI-TOTL,SRCH-I-CHI-MK_Toyota-MO_Prius-YR_13,toyota prius 2013,711578153,Exact,8,$9.14,$6.66
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_11,2011 buick verano,283263503,Exact,5,$9.04,$2.31
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_11,+2011 +buick +verano +for +sale,643293565,Broad,6,$8.41,$7.01
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_12,2012 buick verano for sale,573483620,Exact,3,$11.56,$5.43
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_12,buick verano 2012,680117293,Exact,4,$9.66,$3.44
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_12,+buick +verano +2012,400335112,Broad,8,$7.18,$5.99
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_13,+buick +verano +2013,720006808,Broad,4,$7.82,$6.52
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_13,buick verano 2013,355158408,Exact,6,$10.49,$8.74
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_14,2014 buick verano,545921634,Exact,9,$8.14,$4.09
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_15,2015 buick verano,785639544,Exact,5,$10.24,$8.53
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_15,+2015 +buick +verano,623824397,Broad,6,$8.55,$7.12
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_15,buick verano 2015,620131186,Exact,8,$7.99,$6.64
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Buick-MO_Verano-YR_15,+2015 +buick +verano +for +sale,555500320,Broad,10,$6.79,$3.48
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Cadillac-MO_SRX-YR_11,+2011 +cadillac +srx +for +sale,682250152,Broad,8,$11.42,$2.45
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Cadillac-MO_SRX-YR_12,+cadillac +srx +2012,271938395,Broad,6,$4.19,$3.49
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Cadillac-MO_SRX-YR_13,+cadillac +srx +2013,218657643,Broad,7,$11.80,$5.66
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Cadillac-MO_SRX-YR_13,2013 cadillac srx for sale,633652058,Exact,10,$10.11,$8.42
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Cadillac-MO_SRX-YR_14,+2014 +cadillac +srx,677365211,Broad,6,$9.33,$4.35
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Cadillac-MO_SRX-YR_15,+2015 +cadillac +srx +for +sale,675446757,Broad,10,$7.65,$2.39
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Camaro-YR_11,chevrolet camaro 2011,228455049,Exact,4,$5.03,$3.00
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Camaro-YR_11,2011 chevrolet camaro for sale,252045776,Exact,4,$9.30,$7.75
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Camaro-YR_11,2011 chevrolet camaro,292529573,Exact,8,$12.00,$6.15
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Camaro-YR_12,+2012 +chevrolet +camaro,841798180,Broad,5,$11.75,$7.34
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Camaro-YR_15,chevrolet camaro 2015,208151885,Exact,7,$11.46,$9.55
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Camaro-YR_15,+2015 +chevrolet +camaro,280859103,Broad,9,$6.83,$5.69
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Cruze-YR_11,chevrolet cruze 2011,481535358,Exact,4,$10.99,$2.65
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Cruze-YR_12,2012 chevrolet cruze,707042649,Exact,4,$8.34,$6.95
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Cruze-YR_13,+2013 +chevrolet +cruze,710701118,Broad,3,$11.62,$8.11
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Cruze-YR_15,chevrolet cruze 2015,181707068,Exact,8,$7.51,$3.51
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_11,+chevrolet +equinox +2011,694202589,Broad,10,$9.32,$7.77
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_12,2012 chevrolet equinox for sale,680259429,Exact,6,$8.55,$2.89
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_12,chevrolet equinox 2012,286701981,Exact,7,$6.35,$5.29
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_12,+2012 +chevrolet +equinox +for +sale,758248072,Broad,7,$6.96,$3.32
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_12,+2012 +chevrolet +equinox,270323885,Broad,10,$11.23,$9.36
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_13,2013 chevrolet equinox,360126467,Exact,4,$7.22,$4.03
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_14,chevrolet equinox 2014,767502690,Exact,7,$10.95,$4.35
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_14,+2014 +chevrolet +equinox +for +sale,119709464,Broad,9,$11.85,$4.89
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Equinox-YR_15,2015 chevrolet equinox,745719449,Exact,4,$7.68,$6.40
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_11,chevrolet volt 2011,290490641,Exact,4,$10.42,$8.30
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_11,+2011 +chevrolet +volt +for +sale,273453294,Broad,5,$9.90,$8.25
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_11,2011 chevrolet volt for sale,329566577,Exact,8,$11.81,$7.73
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_11,+chevrolet +volt +2011,519327886,Broad,8,$7.43,$5.44
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_12,chevrolet volt 2012,534618545,Exact,4,$11.34,$9.45
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_12,2012 chevrolet volt for sale,381318179,Exact,8,$10.87,$4.64
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_12,+chevrolet +volt +2012,636737735,Broad,8,$10.04,$8.37
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Chevrolet-MO_Volt-YR_15,+2015 +chevrolet +volt +for +sale,384985107,Broad,3,$10.50,$8.75
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_GMC-MO_Acadia-YR_11,+2011 +gmc +acadia,800767805,Broad,9,$6.90,$4.87
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_GMC-MO_Terrain-YR_11,+gmc +terrain +2011,810240081,Broad,10,$10.85,$9.04
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_GMC-MO_Terrain-YR_13,2013 gmc terrain,367782040,Exact,9,$10.92,$9.10
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_GMC-MO_Terrain-YR_15,2015 gmc terrain,420250805,Exact,8,$5.19,$3.38
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_Accord-YR_11,honda accord 2011,152617255,Exact,3,$9.23,$6.96
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_Accord-YR_11,2011 honda accord for sale,415031157,Exact,5,$6.56,$5.04
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_Accord-YR_14,2014 honda accord for sale,451794484,Exact,5,$4.44,$3.70
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_Accord-YR_14,2014 honda accord,460867836,Exact,9,$11.40,$9.50
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_Civic-YR_12,honda civic 2012,300919874,Exact,9,$9.17,$7.64
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_Civic-YR_15,+2015 +honda +civic +for +sale,596541752,Broad,10,$11.67,$9.72
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_CRV-YR_11,2011 honda crv,259091445,Exact,6,$11.78,$9.82
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_CRV-YR_11,2011 honda crv for sale,606482290,Exact,7,$6.22,$3.27
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_CRV-YR_13,+honda +crv +2013,740514848,Broad,5,$7.32,$6.10
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_CRV-YR_14,2014 honda crv for sale,715025531,Exact,6,$7.00,$3.52
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_CRV-YR_14,+2014 +honda +crv +for +sale,760924933,Broad,9,$7.31,$6.09
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Honda-MO_CRV-YR_15,2015 honda crv for sale,266785975,Exact,7,$7.62,$6.35
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_11,+2011 +hyundai +elantra +for +sale,765327222,Broad,3,$11.24,$2.25
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_11,2011 hyundai elantra,471097255,Exact,5,$7.00,$5.84
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_11,2011 hyundai elantra for sale,714521635,Exact,6,$7.66,$5.26
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_11,+hyundai +elantra +2011,248224314,Broad,6,$9.19,$7.66
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_13,2013 hyundai elantra,493431404,Exact,3,$10.76,$3.99
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_13,+2013 +hyundai +elantra +for +sale,506579414,Broad,10,$11.73,$9.78
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_14,2014 hyundai elantra for sale,804303718,Exact,3,$6.79,$2.11
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_14,+2014 +hyundai +elantra +for +sale,584262333,Broad,10,$3.94,$3.29
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_15,hyundai elantra 2015,804400961,Exact,6,$5.57,$2.33
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Elantra-YR_15,2015 hyundai elantra for sale,412261868,Exact,9,$9.51,$7.93
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Sonata-YR_12,2012 hyundai sonata,780366857,Exact,4,$10.89,$4.36
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Sonata-YR_12,hyundai sonata 2012,309182721,Exact,8,$11.16,$6.77
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Sonata-YR_13,+2013 +hyundai +sonata +for +sale,495552658,Broad,4,$11.71,$4.34
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Hyundai-MO_Sonata-YR_15,+2015 +hyundai +sonata +for +sale,811276920,Broad,3,$8.02,$6.68
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Forte-YR_12,+2012 +kia +forte +for +sale,878099416,Broad,10,$7.02,$2.77
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Forte-YR_13,2013 kia forte for sale,669158636,Exact,9,$8.10,$3.90
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Forte-YR_14,+2014 +kia +forte +for +sale,547140368,Broad,6,$9.47,$4.08
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Forte-YR_14,kia forte 2014,795651884,Exact,9,$8.95,$3.41
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Forte-YR_15,+2015 +kia +forte,409216592,Broad,8,$7.12,$3.69
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Forte-YR_15,+2015 +kia +forte +for +sale,882557263,Broad,8,$11.62,$3.51
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Optima-YR_13,+2013 +kia +optima,302727804,Broad,5,$6.92,$5.77
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Optima-YR_14,+kia +optima +2014,576191370,Broad,9,$6.57,$5.47
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Optima-YR_15,2015 kia optima,888952520,Exact,8,$10.47,$8.72
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_11,+2011 +kia +sorento +for +sale,512651163,Broad,5,$7.61,$6.34
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_11,2011 kia sorento for sale,576704060,Exact,6,$11.32,$9.43
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_12,kia sorento 2012,332739176,Exact,6,$6.25,$5.20
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_12,+2012 +kia +sorento +for +sale,806483221,Broad,9,$10.51,$8.76
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_13,2013 kia sorento for sale,358509033,Exact,6,$11.09,$7.16
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_13,kia sorento 2013,314569661,Exact,7,$8.26,$3.14
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_13,+2013 +kia +sorento +for +sale,424702523,Broad,7,$11.15,$8.64
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_15,+kia +sorento +2015,698075998,Broad,7,$11.82,$4.64
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Sorento-YR_15,2015 kia sorento for sale,145888179,Exact,9,$9.36,$3.53
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Soul-YR_15,2015 kia soul,775619442,Exact,3,$6.34,$2.03
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Kia-MO_Soul-YR_15,+kia +soul +2015,389870637,Broad,5,$11.22,$9.35
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Nissan-MO_Altima-YR_11,+2011 +nissan +altima +for +sale,534962996,Broad,3,$8.18,$6.82
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Nissan-MO_Altima-YR_12,2012 nissan altima for sale,146815697,Exact,8,$10.77,$8.97
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Nissan-MO_Altima-YR_12,+2012 +nissan +altima +for +sale,453729420,Broad,9,$8.85,$7.37
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Nissan-MO_Altima-YR_13,+2013 +nissan +altima +for +sale,512365280,Broad,9,$7.47,$5.54
SRCH-I-DAL-TOTL,SRCH-I-DAL-MK_Nissan-MO_Altima-YR_14,+2014 +nissan +altima,347201954,Broad,5,$5.57,$4.64
