KW ID,Impressions,Clicks,Cost,Conversions
800767805,"9,030",170,$409,0
810240081,"22,670",460,$833,1
367782040,"15,990",730,"$3,488",6
420250805,"44,650","1,030","$3,275",1
152617255,"14,500",210,"$1,336",1
415031157,"14,900",330,"$1,644",1
451794484,"7,700",840,"$6,504",2
460867836,"17,690",300,$489,2
300919874,"21,200",110,$469,3
596541752,"35,250",620,"$1,353",1
259091445,"10,800",200,$726,1
606482290,"8,660",440,"$1,690",1
740514848,"18,590",330,"$2,317",4
715025531,"23,680",770,"$2,865",1
760924933,"14,550","1,120","$4,972",1
266785975,"19,170",690,"$1,506",1
765327222,"27,360",50,$217,1
471097255,"5,580",620,"$1,846",1
714521635,"27,190",610,"$3,671",1
248224314,"25,620",90,$522,1
493431404,"12,760",300,"$1,006",6
506579414,"19,640",780,$999,6
804303718,"42,900",810,"$3,802",2
584262333,"16,710","1,530","$4,362",2
804400961,"22,650","1,240","$6,737",1
412261868,"45,440",790,"$3,574",1
780366857,"15,980",130,$260,2
309182721,"7,460",840,"$1,195",2
495552658,"20,970",230,"$1,652",5
811276920,"11,070",780,"$5,420",1
878099416,"17,070",190,$638,1
669158636,"19,860",780,"$1,270",3
547140368,"15,950",70,$381,1
795651884,"15,620",740,"$1,820",1
409216592,"27,850",840,"$3,987",0
882557263,"5,770",460,"$2,754",0
302727804,"11,850",270,"$2,119",5
576191370,"16,230","1,290","$4,797",2
888952520,"11,470",970,"$3,901",1
512651163,"16,270",500,"$2,511",1
576704060,"13,640",100,$665,1
332739176,"19,470",500,"$3,255",2
806483221,"21,870",640,"$2,005",2
358509033,"18,240",310,"$1,090",4
314569661,"22,200",380,$904,4
424702523,"12,270",140,$222,4
698075998,"16,720",290,$742,1
145888179,"26,100",940,"$1,410",1
775619442,"23,700",290,"$1,016",1
389870637,"39,000","1,160","$3,117",1
534962996,"16,060",50,$378,1
146815697,"9,830",190,"$1,013",2
453729420,"11,350","1,150","$2,938",2
512365280,"20,900",290,$546,5
347201954,"12,660",890,"$3,607",2
446224023,"3,740",340,"$1,480",1
756941960,"5,430",70,$207,1
589813891,"14,080",760,"$2,940",3
860087047,"8,980",400,"$1,016",1
126905811,"9,860",650,"$1,685",1
801142132,"17,770",680,"$4,562",1
731797813,"23,910","1,040","$4,072",1
726477853,"24,460",130,$438,3
766419268,"27,500",430,"$1,995",3
582410765,"51,000",180,"$1,124",2
689749629,"49,500",870,"$1,799",2
377857686,"9,880",670,"$2,601",2
500516457,"16,820",130,$662,1
836799096,"10,960",120,$772,1
858624877,"5,100",520,$970,1
461455457,"26,800",620,"$3,993",2
784374392,"35,010","1,170","$1,421",6
849878621,"30,070",530,$696,2
410341673,"39,090","1,300","$2,727",1
316252393,"6,660",110,$409,1
860660184,"9,280",890,"$3,153",2
571716504,"10,320",130,$250,2
616706364,"20,030",110,$224,1
709849378,"11,820",330,$750,1
488918108,"17,800",400,"$1,976",1
578587200,"32,240",720,"$2,039",1
525290767,"18,870",700,"$1,855",3
785322442,"5,790",380,"$2,513",0
861761206,"10,140",340,"$1,940",0
640698183,"3,420",690,"$2,888",0
373530805,"5,050",710,"$2,180",1
463584009,"27,880",280,"$1,385",1
344032153,"5,930","1,220","$4,782",1
461790712,"28,680",450,$685,1
891456769,"14,170",700,$994,1
833033739,"20,360",250,$275,2
142072686,"20,360",60,$220,2
669972177,"26,100","1,180","$1,583",2
787810104,"38,680","1,020","$2,598",1
682106525,"9,020",400,"$2,684",0
142515573,"7,580",740,"$2,463",4
297296648,"24,500","1,060","$2,219",1
703410781,"24,470",540,$735,1
281012301,"18,400",190,$813,1
246736188,"8,760",90,$245,1
493036318,"13,750",70,$323,1
101023789,"21,820",580,$649,1
483263192,"15,420",650,"$3,693",4
134277021,"15,240",310,$851,1
297288775,"28,020",860,"$2,138",1
621137183,"30,950",950,"$1,322",1
621001314,"19,520",340,"$1,097",1
811703958,"34,970","1,300","$1,801",6
106267477,"27,060","1,010","$4,228",1
828611531,"24,200",810,"$3,079",1
233537840,"5,560",400,"$1,329",1
534908310,"6,910",620,"$3,941",5
556241954,"19,730",70,$230,2
523091194,"27,610",450,"$2,251",1
868769634,"20,960","1,080","$4,876",1
687057073,"5,940",200,$345,1
707921922,"37,670",220,$858,3
132272768,"15,860",340,"$1,996",2
250644167,"53,820","1,460","$9,066",1
668188831,"5,040",830,"$4,653",2
273635187,"5,400",890,"$1,216",2
833835137,"6,840",220,$354,4
727859418,"12,340",600,"$1,686",1
326421470,"30,450",670,"$3,287",1
161970424,"26,300",620,"$1,746",1
892689035,"5,490",530,$897,1
427700349,"24,880",130,$372,6
315651593,"26,570",950,"$3,448",6
382169631,"30,000",800,"$2,669",2
605675956,"15,620",100,$251,1
838866686,"19,310",330,"$2,318",5
426085239,"8,330",60,$65,5
347616855,"9,450",970,"$1,575",1
426888228,"7,710","1,040","$2,434",0
431120910,"18,980",80,$212,1
815049587,"16,660",740,"$4,758",2
155300281,"9,650",380,"$1,423",2
609567376,"28,250","1,090","$2,958",2
115597095,"37,800",770,"$2,493",2
447797751,"12,170",140,$826,1
578895442,"7,130",240,$483,4
818979976,"23,780",810,"$2,739",3
517332822,"18,380",700,"$1,066",1
484441700,"19,820",40,$212,5
113780129,"31,840",900,"$1,947",5
865511283,"10,270",860,"$1,936",5
102504488,"13,990",410,"$3,279",2
665901497,"43,470","1,550","$4,021",1
867072321,"30,390","1,070","$3,599",1
607359967,"12,870",120,$284,1
852642328,"8,650",880,"$1,174",3
849240922,"13,710",260,$551,1
629579734,"28,170",650,"$3,451",3
704681512,"29,460",140,$996,8
381123232,"10,770",490,"$2,924",2
676595346,"10,280",500,"$4,312",1
541411900,"12,710",790,"$2,751",1
438345927,"18,850",760,"$3,316",1
294069365,"20,520",200,"$1,166",1
105929249,"17,710",950,"$2,511",3
331493290,"26,750",430,"$2,798",7
371174643,"11,640","1,850","$5,513",7
605849310,"20,150",140,$645,2
550295775,"17,120","1,470","$6,200",2
552576657,"26,180",60,$261,2
792576362,"28,560",810,"$5,758",1
157442227,"54,280",870,"$1,843",1
472853070,"13,660","1,140","$2,371",1
135424750,"28,560",610,"$2,723",1
590525190,"9,370","1,020","$5,084",1
207080472,"17,260","1,020","$3,079",2
626763321,"13,240",800,"$5,339",6
392870964,"11,170","1,420","$2,170",6
667666165,"35,910","1,120","$2,396",2
714609414,"28,970",30,$183,1
185578900,"8,420",790,"$1,769",1
226860782,"25,200",770,"$1,799",1
281399877,"36,920",360,"$1,804",3
335564200,"38,390","1,140","$6,944",3
238445116,"17,820","1,770","$9,332",1
596811178,"12,410",640,"$1,299",1
190067799,"17,500",730,"$1,514",1
342643774,"23,510",450,$914,3
383610076,"35,420",160,$241,6
110469497,"25,290","1,690","$5,103",6
287961083,"26,240","1,270","$4,980",2
592392237,"24,460",960,"$3,703",2
872411456,"35,380","1,530","$7,285",2
124896776,"43,440",90,$229,2
455506435,"35,420",340,"$2,711",3
528737360,"61,620",450,$965,1
396841568,"27,270",840,"$6,339",1
572491827,"25,610","1,140","$1,895",1
305591585,"16,300","1,240","$5,581",2
836794082,"45,430","1,380","$3,928",1
174222192,"26,530","2,090","$9,636",1
621301487,"18,370",100,$646,0
851981526,"6,710",410,"$2,094",0
249451145,"19,280",80,$247,1
718951365,"16,200",110,$421,1
676035515,"15,520",360,"$1,590",1
880447832,"8,970",240,$632,2
284525908,"9,480",640,"$3,661",2
773910654,"15,510",260,$743,1
766091109,"26,330",730,"$2,116",1
512427569,"19,380",250,$977,0
561300885,"10,540",40,$147,0
200217942,"11,710",290,$803,0
306399211,"12,050",100,$549,0
735453414,"8,310",280,"$1,794",0
671235612,"13,810",200,"$1,321",1
109639016,"14,480",200,$407,1
688287075,"3,570",420,"$1,635",1
470547685,"18,340",30,$232,2
788348194,"13,730",450,"$2,670",2
367520416,"26,120",360,"$1,999",1
325792491,"15,420",650,"$1,621",1
461772758,"11,440",120,$557,1
473878180,"6,240",370,$884,0
759503183,"28,680",630,"$3,594",0
137845492,"8,070",380,$851,0
180128883,"10,970",280,"$2,448",0
755539648,"10,530",260,"$2,046",0
462013306,"6,270",400,"$2,543",0
215308961,"14,570",300,$872,1
372000432,"11,690",200,"$1,104",2
892956052,"12,520",990,"$3,194",2
196544507,"23,600",570,"$1,516",2
122372710,"14,830",550,"$2,430",1
577569181,"13,830",140,$778,0
364392443,"21,340",540,"$1,356",0
192205820,"16,340",280,"$1,079",0
139449507,"16,310",660,"$3,472",0
415321094,"23,180",530,"$3,732",1
603130851,"20,100",320,"$1,614",3
671420483,"19,520",700,"$3,836",1
413579566,"8,410",600,"$3,294",1
425697136,"33,310",830,"$5,220",1
828846589,"22,080",150,$605,0
150642414,"35,710",510,"$2,161",0
675021075,"26,080","1,310","$5,315",0
257802900,"4,530",310,$973,0
894563688,"4,250",200,$417,0
535828792,"8,780",200,"$1,619",1
634949862,"10,770",410,$709,1
417409959,"7,830",160,$775,2
710509814,"16,930",280,"$1,172",2
350789653,"16,250",60,$438,0
167214717,"20,080",540,"$1,320",0
767584039,"14,930",160,"$1,205",0
876299630,"5,790",440,"$1,746",0
211269273,"17,260",550,"$1,890",0
211847506,"21,450",160,$457,0
581184337,"23,940",40,$293,1
437159671,"25,890",550,"$3,505",1
345281792,"23,210",300,"$2,293",2
266119143,"11,280",860,"$1,813",2
875848275,"26,060",550,"$2,463",2
585091704,"27,080",230,$507,1
815381843,"15,240",40,$128,1
311166060,"21,770",770,"$4,690",0
227053257,"18,020","1,020","$5,673",0
527986625,"17,520",200,$544,0
377875317,"21,830",480,"$4,272",0
172398913,"23,240",300,"$1,972",0
266849170,"17,580",470,"$3,274",3
515496695,"13,060",880,"$5,199",3
243658141,"38,490","1,160","$8,708",1
129961813,"12,480","1,310","$3,631",0
456638672,"8,610",150,$742,0
333104066,"12,710",260,"$1,569",0
737559442,"8,840",410,"$1,571",0
372392889,"15,590",10,$37,0
692085493,"3,700",160,$288,0
602261602,"13,810",180,$460,1
617520528,"6,840",220,"$1,483",1
666076980,"13,360",60,$232,1
740661132,"11,280",530,"$1,100",1
437045657,"4,730",270,"$1,048",1
678848815,"5,030",260,"$1,805",2
416269332,"16,600",40,$110,2
788465226,"5,770",20,$74,2
819710286,"7,560",60,$136,2
887904962,"13,980",780,"$2,254",2
631809724,"8,440",340,"$2,836",0
148804562,"11,100",150,"$1,006",0
379508879,"10,680",140,$528,0
493100274,"6,830",170,$440,0
844274364,"6,170",450,"$2,228",0
880013135,"10,630",440,"$1,604",0
187873787,"22,540",620,"$4,140",0
756510839,"21,820",700,"$1,474",0
183470357,"23,170",790,"$1,639",0
524982089,"34,200",850,"$3,645",1
163292871,"26,190",640,"$2,536",0
507509027,"19,900",750,"$2,446",3
351366787,"42,950",720,"$2,822",0
163522201,"38,820",270,"$1,477",0
426428702,"21,460",90,$398,0
453062082,"3,630",40,$95,0
510563067,"4,640",70,$448,1
413589213,"12,120",140,"$1,083",1
570888654,"7,390",500,"$2,070",2
656475386,"15,720",20,$46,2
659109905,"13,920",310,$545,2
604485158,"7,900",540,"$3,417",2
674690613,"20,750",450,"$1,387",2
145476167,"26,980",540,"$4,363",1
282741086,"25,170",560,"$3,960",1
316588327,"5,840",680,"$1,168",1
196841965,"8,840",290,$606,1
402513706,"11,890",210,$343,1
775640766,"34,400",290,"$2,117",0
796880495,"17,140",970,"$3,832",0
739721119,"30,880",640,"$2,544",0
725623198,"25,750",990,"$4,504",0
370683693,"12,090",500,"$1,721",0
878248024,"5,790",330,"$1,035",0
774021551,"33,240",310,"$1,936",1
121486536,"17,570",550,$861,0
753919310,"23,060",140,$607,1
715150130,"11,320",610,"$4,826",3
632456553,"14,900",570,"$2,013",3
490989284,"26,560",460,"$1,587",3
858302261,"39,250","1,260","$3,531",1
151834083,"13,540",130,$685,0
194277596,"5,430",170,$594,0
130889939,"11,660",160,$751,1
408055270,"9,360",520,"$2,322",1
141401830,"22,070",40,$286,2
191017974,"12,040",460,"$2,655",2
261935539,"14,420",340,"$1,837",2
321354483,"9,670",100,$240,2
124088639,"24,800",530,$725,0
700935190,"19,350",610,"$3,179",0
263500745,"18,800",780,"$3,232",0
309428376,"25,130",580,"$1,848",0
241144369,"24,990",460,"$2,852",0
273483981,"11,210",540,"$2,049",1
843599340,"22,410",350,"$1,870",1
469375032,"18,840",160,$503,3
680151110,"23,880",260,$822,3
707938857,"7,960",510,"$1,004",1
431710769,"39,560","1,340","$6,708",0
570198016,"15,480",200,"$1,337",0
354677643,"16,810",250,"$2,190",0
370116477,"18,380",80,$592,1
428797115,"13,260",690,"$2,645",1
637412471,"16,410",130,$272,1
292008573,"11,190",180,"$1,490",2
481453084,"15,580",400,$557,2
478486440,"28,390",310,"$1,975",1
591648135,"25,290",640,"$1,862",1
467025703,"16,160",100,$317,1
376894741,"21,360",360,"$3,035",0
269894627,"28,470",90,$318,0
715921672,"29,720",240,$354,0
830048484,"13,830",150,$331,0
318313393,"15,160",260,$726,0
185928842,"22,020",110,$260,0
873936295,"20,910",460,"$1,009",0
540690612,"5,790",760,"$1,047",1
338877941,"15,260",360,$466,1
833466502,"22,810",810,"$1,343",1
550668482,"13,660",830,"$5,561",0
773078225,"33,460",450,"$3,764",0
815137152,"25,210",360,"$1,189",0
826436654,"40,100","1,140","$3,783",0
504120050,"10,260",70,$546,0
491573395,"10,850",370,"$2,890",0
377373906,"12,640",580,$939,0
577126016,"5,280",80,$453,1
470210532,"16,870",60,$513,1
297604604,"7,060",240,"$1,048",1
658381203,"10,790",430,"$1,495",1
108241845,"19,920",380,"$1,249",2
375549581,"14,130",20,$99,2
638179152,"3,580",460,$847,2
656391887,"20,200",90,$797,0
615502113,"21,130",620,"$2,285",0
656466548,"23,690",90,$328,0
199316999,"10,560",170,$489,0
712416012,"15,600",790,"$1,843",0
163264144,"39,620",130,$915,1
606610028,"17,700",580,"$2,340",3
108645910,"26,350",410,"$2,659",0
344082780,"13,550",50,$242,0
394914151,"9,120",320,$907,1
520516402,"21,680",810,"$4,292",1
625919326,"15,780",580,"$2,102",3
411070214,"42,510",450,"$2,195",1
114090238,"20,920",400,"$1,872",1
828227902,"13,560",280,"$1,669",0
242349357,"7,830",180,$328,0
246845042,"21,810",190,"$1,670",1
725075393,"7,180",70,$200,1
325711022,"17,650",200,$520,1
316033472,"23,160",380,"$1,009",1
558962966,"15,530",410,$800,1
815223802,"17,540",510,"$2,985",2
549227069,"9,000",740,"$1,651",2
820505943,"7,810",260,"$1,026",2
703644424,"23,910",320,"$1,841",1
843039425,"18,350",280,"$1,641",1
340407741,"31,780",500,"$3,705",0
509252382,"5,970",160,$797,0
708003752,"5,180",170,$388,0
619498823,"17,650",160,$899,0
312426666,"3,930",240,"$1,287",0
280056265,"17,940",240,$266,0
653899574,"17,000",40,$102,1
258743125,"14,620",460,"$2,629",1
827818487,"6,570",160,$684,1
305439664,"19,820",660,$699,1
451345475,"9,950",20,$60,2
843363434,"14,040",620,"$3,355",2
296796686,"18,020",100,$179,2
337692277,"8,670",450,"$1,056",1
835233131,"15,300",20,$98,1
100891796,"6,980",950,"$2,755",1
610742561,"24,920",320,$786,1
374184878,"10,530",470,"$2,196",0
856107730,"27,660",660,"$3,701",0
848662304,"4,850",120,$445,0
409975726,"18,600",180,"$1,302",0
243768116,"9,560",150,"$1,027",1
307490409,"13,860",480,$906,1
328235031,"4,260",300,"$2,039",2
885861810,"16,320",270,"$1,996",2
862025138,"19,380",520,"$1,577",2
883849846,"18,190",760,"$2,947",2
471132648,"24,120",310,$704,2
278151170,"4,980",160,$912,1
389314664,"21,850",520,"$3,160",1
296847840,"20,940",880,"$4,347",1
834813357,"18,590",590,"$2,395",1
491374040,"12,920",720,"$5,549",0
107158160,"21,100","1,040","$2,135",0
168000465,"30,010","1,050","$2,689",0
625750195,"27,090","1,050","$1,626",0
289448988,"6,020",670,"$4,475",0
502562591,"25,240",110,$200,0
878496310,"10,960",30,$125,3
494324301,"30,590",540,"$1,209",3
578724503,"23,390",350,"$2,611",3
322801738,"11,830",120,$756,3
656414560,"35,250",710,"$3,096",1
420822089,"22,900","1,350","$3,447",1
338435900,"9,210",100,$368,1
145442885,"20,100",210,"$1,139",0
617642660,"34,610",110,$608,0
508795040,"28,760","1,090","$1,198",0
670997185,"14,760",350,"$1,698",0
864607069,"3,610",490,$820,0
112871017,"16,210",40,$189,1
298870560,"14,050",410,"$1,628",1
700885584,"10,350",780,"$1,579",1
321557737,"6,400",240,"$1,819",2
441564032,"6,170",700,"$3,928",2
569482222,"12,400",810,"$3,369",2
447558721,"19,430",550,"$2,823",1
336845748,"17,510",170,$569,1
496456009,"17,260",290,$727,0
583207651,"13,880",790,"$3,904",0
797812096,"11,480",230,"$1,162",0
229684487,"5,940",530,"$2,386",0
861577822,"13,660",400,"$1,656",0
568399009,"11,540",380,"$1,097",0
800653877,"9,810",200,"$1,052",1
263596326,"16,530",600,"$2,360",1
280527715,"6,940",140,$468,1
848183222,"17,960",260,$891,2
324858020,"7,770",680,"$1,180",2
655182526,"9,610","1,020","$3,070",2
812401530,"31,560",850,"$3,029",1
230998897,"29,050",270,"$1,422",1
626470707,"32,770",680,"$4,456",1
268945882,"9,740",910,"$6,573",0
169068410,"22,110",980,"$1,450",0
372976868,"7,510",440,"$2,824",0
817738232,"29,960",550,"$2,689",0
628569042,"8,670",160,"$1,165",0
537781260,"7,270",320,"$1,456",1
456671736,"27,470",770,"$4,840",3
897708971,"32,390",110,$626,3
383362625,"27,250",320,$411,1
676188907,"22,240",700,"$5,181",0
868913402,"10,960",640,"$3,287",0
167695933,"39,960",710,"$2,094",0
331820881,"11,120",520,"$2,083",0
347740167,"4,390",460,$923,0
318208459,"6,570",560,$637,0
363746957,"8,340",150,$503,1
474865057,"10,230",220,"$1,569",1
537451642,"18,480",150,$821,1
386185928,"14,970",130,$491,1
268793610,"20,430",380,"$1,455",2
745592518,"17,630",20,$54,2
366837328,"3,510",60,$142,2
638969764,"23,920",190,"$1,141",0
610417139,"20,810",580,"$1,443",0
561580401,"20,380",420,"$3,263",0
490850580,"22,580",350,"$1,312",0
511628353,"15,530",850,"$2,450",0
806828697,"18,350",220,$956,0
572803935,"16,400",150,"$1,146",0
394011412,"6,770",690,"$4,164",0
687809467,"31,050",830,"$1,380",1
211988872,"33,840",270,"$1,185",1
122968628,"33,870","1,280","$2,216",1
611483887,"31,230",110,$399,3
276142262,"36,180",630,"$3,643",1
410057518,"35,980",510,"$1,610",1
664853445,"24,790","1,710","$5,344",1
543724935,"33,500",520,"$4,329",0
883501542,"17,860",480,"$1,301",0
346014362,"13,060",770,"$4,558",0
661295876,"8,130","1,550","$4,040",0
535756656,"9,380",400,"$1,024",0
549789231,"14,550",620,"$2,204",0
558135524,"6,560",600,"$1,638",0
317950026,"20,710",240,$393,0
401441688,"24,890",180,$282,0
589222068,"10,750",240,$799,3
899786849,"16,230",670,"$3,425",3
140353870,"24,720",810,"$5,435",1
261859789,"37,650",950,"$4,140",1
812761555,"41,300","1,160","$3,931",1
546384968,"38,620",70,$315,0
137989444,"41,500",900,"$4,414",0
194061721,"36,720","1,060","$7,968",0
154360525,"24,610",950,"$3,993",0
619416554,"37,600","1,130","$5,363",0
656143264,"27,810",140,"$1,086",3
761093600,"25,800",740,"$1,623",3
590929307,"7,080",270,"$1,248",0
787986260,"14,690",370,"$2,853",0
106784818,"5,050",690,"$2,399",0
263468387,"14,640",510,"$1,983",1
889380873,"6,340",400,"$1,392",1
718365326,"5,380",300,"$2,476",2
448187659,"5,300",620,"$4,307",2
371642269,"21,050",450,$729,2
493604635,"29,760",160,$346,1
259038172,"18,840",500,"$3,052",1
336313092,"27,770",860,"$3,036",1
229549053,"17,490",60,$391,0
220318907,"24,070","1,280","$6,079",0
296677908,"19,040",750,"$1,567",0
357033958,"12,340",490,"$2,257",0
191713565,"13,010",410,"$2,586",1
208412361,"21,460",370,"$1,398",1
321981457,"22,990",560,"$2,593",1
405778303,"23,910",730,"$5,208",1
661874478,"16,950",350,"$2,510",1
605354471,"33,080","1,000","$2,744",1
857781849,"43,630",50,$117,1
482528758,"53,240",680,"$2,300",0
290869042,"14,450",580,"$3,346",0
741475871,"22,220",170,$739,0
302704386,"18,960",540,"$1,970",0
578294019,"13,810",790,"$3,700",0
130031394,"23,530",130,$660,0
681557539,"10,440",800,"$2,774",0
259102599,"24,560",150,"$1,293",1
835285965,"27,060",150,"$1,039",1
387121208,"28,580",440,"$1,648",1
299860504,"23,770",390,"$1,011",1
693114853,"14,930",30,$114,1
348066382,"9,460",90,$558,3
139635988,"8,820",270,"$1,147",3
175009847,"18,600","1,410","$2,832",3
737075989,"18,030",640,"$4,814",1
697031753,"28,300","1,390","$6,115",1
434003961,"42,350",30,$213,0
662292661,"22,450",910,"$6,018",0
423794823,"15,810",190,$817,0
886979040,"13,430","1,440","$5,917",0
266399263,"14,460",500,$977,0
388080498,"10,790",340,"$1,613",1
218524793,"19,610",510,"$3,393",1
506784758,"7,100",320,$993,1
307467571,"13,170",100,$373,1
111898488,"13,660",60,$363,2
829702441,"21,490",410,$916,2
154808143,"13,120",640,"$1,226",2
390858956,"18,740",390,"$2,941",0
135773954,"16,340",80,$185,0
514007052,"23,180",520,$674,0
663173025,"24,030",510,"$2,054",0
179922651,"15,090",230,$710,0
240566039,"16,300",60,$416,0
237075689,"12,220",640,"$3,862",0
834602674,"12,780",250,"$1,542",0
204726287,"11,700",500,"$1,477",0
702111370,"25,420",180,$685,0
570890537,"24,580",440,"$1,581",1
839455769,"8,430",660,"$4,302",3
406175320,"17,400",410,"$2,125",3
577900039,"7,290",180,$443,3
422099260,"19,290","1,200","$2,557",3
234290104,"25,190","1,000","$5,729",1
534734109,"34,550",920,"$3,817",1
773219737,"14,730",310,$497,1
785498036,"13,060","1,230","$2,578",1
667209086,"37,160",750,"$6,545",0
147818877,"34,260",720,"$4,743",0
897915117,"10,730",40,$97,0
790443054,"7,920",220,$699,0
453375725,"12,420",700,"$1,669",0
628994661,"12,270",370,"$2,262",1
448768277,"12,300",410,"$1,569",1
662701820,"16,840",720,"$2,474",1
728596754,"14,200",100,$587,2
321997791,"19,950",240,$268,2
595135092,"21,120",60,$193,2
455357322,"13,810",60,$126,2
571097630,"23,080",530,"$1,528",1
642427351,"22,550",180,$900,1
202038267,"5,670",680,"$1,369",1
375390631,"11,120",260,$912,1
655503967,"18,460",410,$988,1
182686761,"17,860",660,"$1,747",0
828589107,"21,520",530,"$3,761",0
785670068,"16,250",500,"$3,152",0
616099937,"16,520",360,"$1,900",0
787359945,"21,500",340,"$1,185",0
445772401,"23,930",800,"$2,454",0
690268710,"11,640",690,"$5,088",1
883433921,"17,090",460,"$2,950",1
747981567,"27,040",410,$833,1
831651663,"5,270",30,$138,1
575106129,"8,880",780,"$1,613",1
730315357,"12,570",400,"$2,601",3
198118640,"30,560",970,"$3,750",3
564552106,"34,220",790,"$4,534",3
107303483,"8,500","1,400","$2,177",3
279191219,"8,000",680,"$4,607",1
872925113,"40,440","1,100","$2,915",0
763440999,"3,040",120,$250,0
785144711,"3,390",340,"$2,107",0
617206593,"6,100",190,$643,0
479530839,"7,690",450,"$1,828",1
187641314,"18,710",510,"$2,583",1
412342718,"17,230",180,"$1,425",2
778414779,"12,520",540,"$1,012",2
592135854,"18,380",630,"$2,295",2
264071876,"23,710",150,$896,0
708130603,"15,780",430,$530,0
308212528,"26,430",440,"$3,867",0
808851720,"12,480",540,"$2,470",0
827364563,"9,790",360,$380,0
627848800,"5,470",610,"$1,468",0
305410302,"13,970",570,"$2,721",0
710947109,"14,760",250,$795,0
280339915,"23,270",570,"$2,670",1
433855314,"36,110",460,"$2,516",3
209430963,"10,650",370,"$2,839",1
329079656,"41,440","1,080","$3,788",1
623083640,"23,100",120,$307,1
223672906,"12,890",20,$132,0
831960214,"7,430",400,$961,0
337372612,"20,800",470,"$3,250",0
569847932,"21,200",140,$742,0
356157372,"9,700",180,"$1,322",1
117392638,"16,750",620,"$2,605",1
507042310,"28,810",720,"$1,917",3
884887557,"31,510",400,"$2,243",3
128379935,"28,490","1,270","$4,159",3
646250220,"28,940","1,310","$2,664",3
550621297,"33,140",600,"$1,063",3
418225872,"26,450","1,220","$8,114",1
800833469,"13,830",770,"$2,066",1
590443124,"33,890",510,"$2,177",0
856463699,"11,110",720,"$3,649",0
520695152,"30,070",250,"$1,489",0
580905484,"21,880",450,$941,0
753919201,"11,070","1,470","$2,779",0
137189485,"15,820",580,"$1,517",0
721948462,"15,160",220,"$1,389",0
590198831,"5,480",80,$695,1
746424469,"10,050",310,"$1,387",2
174156959,"8,020",490,"$3,020",2
533298880,"19,060",110,$260,1
399863144,"17,210",130,$467,0
248217414,"12,910",120,$268,0
152167393,"17,710",50,$295,0
194008667,"10,130",110,$170,0
273526868,"16,040",450,"$2,022",1
232509236,"10,350",180,$777,1
352060426,"14,430",600,$638,2
120037991,"20,030",420,"$2,820",1
477989762,"12,360",270,$542,1
677734717,"27,430",210,"$1,582",0
439284185,"12,010",110,$892,0
493949982,"11,000",660,"$3,048",0
778812653,"12,350",170,$819,0
567134911,"7,820",20,$176,0
199950931,"14,870",300,$577,0
831259116,"19,430",170,$801,1
234343281,"17,960",290,$993,1
526498742,"7,270",20,$135,1
273059878,"3,650",180,"$1,277",1
226580293,"21,160",430,"$3,744",2
232797953,"9,560",300,"$1,682",2
237198865,"11,070",660,"$3,021",2
443413555,"18,520",350,"$1,331",2
380085813,"27,130",410,$822,1
823482283,"27,990",660,"$2,516",1
439724033,"15,690",590,"$1,875",1
179120319,"19,120",660,"$2,123",1
209644982,"7,640",380,"$2,298",0
660868379,"21,880","1,110","$3,467",0
391737574,"14,780",300,"$1,763",0
207204112,"17,340",600,"$1,150",1
649741027,"14,540",620,"$3,914",3
627086398,"17,840",620,"$1,595",3
299806089,"26,960",100,$309,1
509180180,"43,250",190,"$1,651",0
502016817,"14,240",200,$649,0
845312303,"3,370",240,"$1,757",0
581856249,"10,010",110,$640,0
371593167,"18,490",770,"$1,761",0
521334549,"17,120",360,"$2,810",1
327281261,"13,630",410,"$1,400",2
130811305,"19,760",370,$508,2
537336398,"24,250",500,"$2,369",2
577796578,"21,770",320,"$2,378",1
764773432,"22,150",230,"$1,365",1
537011962,"8,070",310,"$1,201",1
307345981,"13,970",510,"$1,793",1
882235715,"31,620",200,"$1,226",0
361720695,"15,580",400,"$1,543",0
401048527,"4,060",290,"$1,028",0
380020835,"9,480",20,$93,1
437027927,"8,230",460,"$3,774",2
704142583,"27,820",110,$369,2
322471936,"15,530",140,$716,1
694400947,"20,170",240,"$1,862",1
180451769,"19,380",450,"$1,668",1
643924562,"26,110",110,$437,1
195068807,"17,520",450,"$1,020",0
888302204,"28,370",960,"$4,711",0
620205900,"18,350",410,"$3,378",0
260247048,"16,070",800,"$2,612",0
319239004,"29,790",570,"$1,611",1
521461721,"8,800","1,160","$2,007",1
609309823,"39,910",540,"$3,646",3
158349875,"11,560",380,$566,3
779705134,"18,580",540,$956,3
637835753,"26,060",530,"$1,378",1
588059989,"39,610","1,280","$5,212",1
729089591,"24,190",780,"$3,122",0
744642595,"10,900","1,090","$6,280",0
824951911,"10,750",440,"$1,834",0
568720476,"12,880",10,$41,0
451458813,"2,930",50,$296,0
488110921,"10,570",470,"$3,042",0
270723740,"12,050",250,"$1,710",1
618375542,"3,430",30,$83,1
452702785,"7,440",80,$312,1
744428053,"15,610",460,"$2,102",1
268332135,"13,790",170,$933,2
584187591,"13,410",80,$545,2
588368200,"9,980",30,$89,2
206819184,"20,530",60,$157,2
698449212,"15,480",180,$361,2
800975040,"22,960",190,$918,0
672130508,"10,190",490,"$3,850",0
394892178,"18,800",350,"$1,736",0
445320372,"10,600",340,$977,0
620680991,"18,760",390,"$1,500",0
